Year,Mes,CCAA,Producto,Volumen (miles de kg),Valor (miles de €),Precio medio kg,Penetración (%),Consumo per cápita,Gasto per cápita
2018,Septiembre,Comunidad Valenciana,PEPINOS,1465.94,186119,1.27,45,0.31,0.39
2018,Septiembre,Comunidad Valenciana,JUDIAS VERDES,882.6,286742,3.25,31,0.19,0.61
2018,Septiembre,Comunidad Valenciana,PIMIENTOS,2077.87,348895,1.68,59.49,0.44,0.74
2018,Septiembre,Comunidad Valenciana,CHAMPIÑONES+O.SETAS,647.31,228678,3.53,42.76,0.14,0.48
2018,Septiembre,Comunidad Valenciana,LECHUGA/ESC./ENDIVIA,1398.05,419165,3,62.48,0.3,0.89
2018,Septiembre,Comunidad Valenciana,ESPARRAGOS,295.1,72137,2.44,15.03,0.06,0.15
2018,Septiembre,Comunidad Valenciana,VERDURAS DE HOJA,503.2,124695,2.48,27.22,0.11,0.26
2018,Septiembre,Comunidad Valenciana,BERENJENAS,912.74,133535,1.46,37.27,0.19,0.28
2018,Septiembre,Comunidad Valenciana,ZANAHORIAS,1308.58,114205,0.87,50.57,0.28,0.24
2018,Septiembre,Comunidad Valenciana,CALABACINES,1729.02,227059,1.31,52.64,0.37,0.48
2018,Septiembre,Comunidad Valenciana,OTR.HORTALIZAS/VERD.,3077.57,723256,2.35,75.2,0.65,1.53
2018,Septiembre,Comunidad Valenciana,BROCOLI,403.48,69434,1.72,20.29,0.09,0.15
2018,Septiembre,Comunidad Valenciana,ALCACHOFAS,159.36,36654,2.3,8.2,0.03,0.08
2018,Septiembre,Comunidad Valenciana,VERD./HORT. IV GAMA,2892.76,751775,2.6,71.33,0.61,1.59
2018,Septiembre,Total Nacional,T.FRUTAS FRESCAS,382391.45,55166352,1.44,93.98,8.38,12.09
2018,Septiembre,Total Nacional,NARANJAS,28861.28,4028732,1.4,29.89,0.63,0.88
2018,Septiembre,Total Nacional,MANDARINAS,3738.57,708061,1.89,15.86,0.08,0.16
2018,Septiembre,Total Nacional,LIMONES,8956.7,1949807,2.18,38.7,0.2,0.43
2018,Septiembre,Total Nacional,PLATANOS,38153.29,635721,1.67,71.72,0.84,1.39
2018,Septiembre,Total Nacional,MANZANAS,32713.98,5438453,1.66,56.71,0.72,1.19
2018,Septiembre,Total Nacional,PERAS,21445.93,3243212,1.51,45.94,0.47,0.71
2018,Septiembre,Total Nacional,MELOCOTONES,30561.74,4903385,1.6,51.78,0.67,1.07
2018,Septiembre,Total Nacional,NECTARINAS,15797.58,2397175,1.52,35.49,0.35,0.53
2018,Septiembre,Total Nacional,ALBARICOQUES,728.89,165427,2.27,3.49,0.02,0.04
2018,Septiembre,Total Nacional,FRESAS/FRESON,786.66,312087,3.97,5,0.02,0.07
2018,Septiembre,Total Nacional,MELON,72052.01,5584801,0.78,56.87,1.58,1.22
2018,Septiembre,Total Nacional,SANDIA,58114.64,3638318,0.63,42.81,1.27,0.8
2018,Septiembre,Total Nacional,CIRUELAS,13318.25,2443355,1.83,35.82,0.29,0.54
2018,Septiembre,Total Nacional,CEREZAS,852.11,232998,2.73,3.1,0.02,0.05
2018,Septiembre,Total Nacional,UVAS,19200.42,3882439,2.02,41.99,0.42,0.85
2018,Septiembre,Total Nacional,KIWI,8710.31,2896436,3.33,30.31,0.19,0.63
2018,Septiembre,Total Nacional,AGUACATE,3844.01,1459792,3.8,22.98,0.08,0.32
2018,Septiembre,Total Nacional,PIÑA,3998.31,704292,1.76,12.6,0.09,0.15
2018,Septiembre,Total Nacional,OTRAS FRUTAS FRESCAS,20556.77,4820372,2.34,47.08,0.45,1.06
2018,Septiembre,Total Nacional,POMELO,1031.22,193646,1.88,3.06,0.02,0.04
2018,Septiembre,Total Nacional,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Total Nacional,FRUTAS IV GAMA,16362.12,225186,1.38,26.72,0.36,0.49
2018,Septiembre,Andalucía,T.FRUTAS FRESCAS,63020.2,8429351,1.34,94.66,7.25,9.7
2018,Septiembre,Andalucía,NARANJAS,3390.35,477712,1.41,27.02,0.39,0.55
2018,Septiembre,Andalucía,MANDARINAS,498.18,103308,2.07,13.81,0.06,0.12
2018,Septiembre,Andalucía,LIMONES,1413.79,300028,2.12,33.35,0.16,0.35
2018,Septiembre,Andalucía,PLATANOS,6826.49,1011386,1.48,71.12,0.79,1.16
2018,Septiembre,Andalucía,MANZANAS,5335.27,842332,1.58,60.34,0.61,0.97
2018,Septiembre,Andalucía,PERAS,2996.25,435821,1.45,44.45,0.34,0.5
2018,Septiembre,Andalucía,MELOCOTONES,4048.98,637389,1.57,49.61,0.47,0.73
2018,Septiembre,Andalucía,NECTARINAS,1804.35,26392,1.46,30.43,0.21,0.3
2018,Septiembre,Andalucía,ALBARICOQUES,82.99,15314,1.85,2.4,0.01,0.02
2018,Septiembre,Andalucía,FRESAS/FRESON,81.3,30738,3.78,3.91,0.01,0.04
2018,Septiembre,Andalucía,MELON,13440.92,1001916,0.75,56.63,1.55,1.15
2018,Septiembre,Andalucía,SANDIA,11348.29,685918,0.6,46.03,1.31,0.79
2018,Septiembre,Andalucía,CIRUELAS,1785.14,308536,1.73,35.72,0.21,0.36
2018,Septiembre,Andalucía,CEREZAS,223.19,65742,2.95,3.1,0.03,0.08
2018,Septiembre,Andalucía,UVAS,3868.87,788873,2.04,45.39,0.45,0.91
2018,Septiembre,Andalucía,KIWI,1270.71,413548,3.25,29.16,0.15,0.48
2018,Septiembre,Andalucía,AGUACATE,629.93,235891,3.74,25.37,0.07,0.27
2018,Septiembre,Andalucía,PIÑA,697.24,107776,1.55,12.39,0.08,0.12
2018,Septiembre,Andalucía,OTRAS FRUTAS FRESCAS,3277.97,703203,2.15,51.72,0.38,0.81
2018,Septiembre,Andalucía,POMELO,186.24,2692,1.45,4.69,0.02,0.03
2018,Septiembre,Andalucía,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Andalucía,FRUTAS IV GAMA,3076.11,426873,1.39,31.29,0.35,0.49
2018,Septiembre,Aragón,T.FRUTAS FRESCAS,13665.63,2005632,1.47,92.98,10.41,15.28
2018,Septiembre,Aragón,NARANJAS,591.93,81183,1.37,32.39,0.45,0.62
2018,Septiembre,Aragón,MANDARINAS,100.63,2457,2.44,21.29,0.08,0.19
2018,Septiembre,Aragón,LIMONES,313.36,64425,2.06,45.6,0.24,0.49
2018,Septiembre,Aragón,PLATANOS,845.05,143902,1.7,58.49,0.64,1.1
2018,Septiembre,Aragón,MANZANAS,1566.41,280897,1.79,50.65,1.19,2.14
2018,Septiembre,Aragón,PERAS,1077.18,165192,1.53,38.22,0.82,1.26
2018,Septiembre,Aragón,MELOCOTONES,1145.29,172838,1.51,48.94,0.87,1.32
2018,Septiembre,Aragón,NECTARINAS,535.51,89669,1.67,42.72,0.41,0.68
2018,Septiembre,Aragón,ALBARICOQUES,6.15,1333,2.17,2.52,0,0.01
2018,Septiembre,Aragón,FRESAS/FRESON,47.22,17476,3.7,8.45,0.04,0.13
2018,Septiembre,Aragón,MELON,2280.99,184921,0.81,66.43,1.74,1.41
2018,Septiembre,Aragón,SANDIA,1838.5,117492,0.64,42.46,1.4,0.89
2018,Septiembre,Aragón,CIRUELAS,728.25,132391,1.82,33.93,0.55,1.01
2018,Septiembre,Aragón,CEREZAS,10.93,2658,2.43,3.65,0.01,0.02
2018,Septiembre,Aragón,UVAS,1732.67,293695,1.7,42.79,1.32,2.24
2018,Septiembre,Aragón,KIWI,203.41,74192,3.65,28.2,0.15,0.57
2018,Septiembre,Aragón,AGUACATE,125.79,52318,4.16,27.07,0.1,0.4
2018,Septiembre,Aragón,PIÑA,95.77,16188,1.69,15.19,0.07,0.12
2018,Septiembre,Aragón,OTRAS FRUTAS FRESCAS,420.58,90293,2.15,44.27,0.32,0.69
2018,Septiembre,Aragón,POMELO,13.46,2614,1.94,3.04,0.01,0.02
2018,Septiembre,Aragón,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Aragón,FRUTAS IV GAMA,259.42,36839,1.42,20.6,0.2,0.28
2018,Septiembre,Principado de Asturias,T.FRUTAS FRESCAS,9214.62,1404384,1.52,90.33,8.5,12.95
2018,Septiembre,Principado de Asturias,NARANJAS,743.44,105059,1.41,33.04,0.69,0.97
2018,Septiembre,Principado de Asturias,MANDARINAS,104.11,16349,1.57,13.4,0.1,0.15
2018,Septiembre,Principado de Asturias,LIMONES,153.33,34607,2.26,30.25,0.14,0.32
2018,Septiembre,Principado de Asturias,PLATANOS,1151.45,203115,1.76,74.08,1.06,1.87
2018,Septiembre,Principado de Asturias,MANZANAS,992.11,17488,1.76,50.06,0.92,1.61
2018,Septiembre,Principado de Asturias,PERAS,423.2,61334,1.45,37.07,0.39,0.57
2018,Septiembre,Principado de Asturias,MELOCOTONES,723.93,109313,1.51,52.17,0.67,1.01
2018,Septiembre,Principado de Asturias,NECTARINAS,737.43,118965,1.61,50.93,0.68,1.1
2018,Septiembre,Principado de Asturias,ALBARICOQUES,8.9,1272,1.43,1.11,0.01,0.01
2018,Septiembre,Principado de Asturias,FRESAS/FRESON,14.92,746,5,4.21,0.01,0.07
2018,Septiembre,Principado de Asturias,MELON,1449.43,119286,0.82,48.38,1.34,1.1
2018,Septiembre,Principado de Asturias,SANDIA,1022.83,69895,0.68,38.63,0.94,0.64
2018,Septiembre,Principado de Asturias,CIRUELAS,347.87,76839,2.21,35.68,0.32,0.71
2018,Septiembre,Principado de Asturias,CEREZAS,16.4,3784,2.31,6.98,0.02,0.03
2018,Septiembre,Principado de Asturias,UVAS,459.53,78892,1.72,36.44,0.42,0.73
2018,Septiembre,Principado de Asturias,KIWI,234.11,76073,3.25,27.46,0.22,0.7
2018,Septiembre,Principado de Asturias,AGUACATE,86.3,35519,4.12,22.96,0.08,0.33
2018,Septiembre,Principado de Asturias,PIÑA,66.81,8484,1.27,11.02,0.06,0.08
2018,Septiembre,Principado de Asturias,OTRAS FRUTAS FRESCAS,478.52,103258,2.16,49.3,0.44,0.95
2018,Septiembre,Principado de Asturias,POMELO,85.14,12726,1.49,6.79,0.08,0.12
2018,Septiembre,Principado de Asturias,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Principado de Asturias,FRUTAS IV GAMA,226.04,37006,1.64,23.85,0.21,0.34
2018,Septiembre,Islas Baleares,T.FRUTAS FRESCAS,8361.47,1239812,1.48,94.97,8.12,12.04
2018,Septiembre,Islas Baleares,NARANJAS,732.37,99023,1.35,21.92,0.71,0.96
2018,Septiembre,Islas Baleares,MANDARINAS,29.97,6896,2.3,9.39,0.03,0.07
2018,Septiembre,Islas Baleares,LIMONES,134.5,32809,2.44,29.61,0.13,0.32
2018,Septiembre,Islas Baleares,PLATANOS,943.01,164505,1.74,74.71,0.92,1.6
2018,Septiembre,Islas Baleares,MANZANAS,646.91,106524,1.65,64.97,0.63,1.03
2018,Septiembre,Islas Baleares,PERAS,290.82,47408,1.63,38.02,0.28,0.46
2018,Septiembre,Islas Baleares,MELOCOTONES,399.7,67883,1.7,36.69,0.39,0.66
2018,Septiembre,Islas Baleares,NECTARINAS,288.1,44098,1.53,29.97,0.28,0.43
2018,Septiembre,Islas Baleares,ALBARICOQUES,11.84,2654,2.24,7.28,0.01,0.03
2018,Septiembre,Islas Baleares,FRESAS/FRESON,23.69,12085,5.1,5.27,0.02,0.12
2018,Septiembre,Islas Baleares,MELON,1898.95,150777,0.79,47.46,1.84,1.46
2018,Septiembre,Islas Baleares,SANDIA,1250.16,73446,0.59,38.57,1.21,0.71
2018,Septiembre,Islas Baleares,CIRUELAS,418.64,83277,1.99,33.65,0.41,0.81
2018,Septiembre,Islas Baleares,CEREZAS,6.39,2896,4.53,2.77,0.01,0.03
2018,Septiembre,Islas Baleares,UVAS,447.35,110686,2.47,47.23,0.43,1.07
2018,Septiembre,Islas Baleares,KIWI,194.12,63598,3.28,27.33,0.19,0.62
2018,Septiembre,Islas Baleares,AGUACATE,178.85,74739,4.18,38.16,0.17,0.73
2018,Septiembre,Islas Baleares,PIÑA,112.1,13573,1.21,13.43,0.11,0.13
2018,Septiembre,Islas Baleares,OTRAS FRUTAS FRESCAS,354.01,82934,2.34,49.3,0.34,0.81
2018,Septiembre,Islas Baleares,POMELO,22.95,5265,2.29,4.24,0.02,0.05
2018,Septiembre,Islas Baleares,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Islas Baleares,FRUTAS IV GAMA,297.54,54312,1.83,21.57,0.29,0.53
2018,Septiembre,Islas Canarias,T.FRUTAS FRESCAS,15760.66,2498808,1.59,93.92,7.21,11.43
2018,Septiembre,Islas Canarias,NARANJAS,1442.13,229862,1.59,27.81,0.66,1.05
2018,Septiembre,Islas Canarias,MANDARINAS,59.86,12606,2.11,7.56,0.03,0.06
2018,Septiembre,Islas Canarias,LIMONES,582.43,112882,1.94,42.99,0.27,0.52
2018,Septiembre,Islas Canarias,PLATANOS,2200.17,323433,1.47,67.73,1.01,1.48
2018,Septiembre,Islas Canarias,MANZANAS,1720.23,300243,1.75,58.7,0.79,1.37
2018,Septiembre,Islas Canarias,PERAS,861.38,14995,1.74,51.8,0.39,0.69
2018,Septiembre,Islas Canarias,MELOCOTONES,593.28,86365,1.46,28.73,0.27,0.39
2018,Septiembre,Islas Canarias,NECTARINAS,690.1,11417,1.65,35.17,0.32,0.52
2018,Septiembre,Islas Canarias,ALBARICOQUES,1.45,163,1.12,0.16,0,0
2018,Septiembre,Islas Canarias,FRESAS/FRESON,15.93,8004,5.02,4.56,0.01,0.04
2018,Septiembre,Islas Canarias,MELON,2692.11,246407,0.92,55.64,1.23,1.13
2018,Septiembre,Islas Canarias,SANDIA,2231.76,181354,0.81,49.26,1.02,0.83
2018,Septiembre,Islas Canarias,CIRUELAS,454.01,79287,1.75,43.22,0.21,0.36
2018,Septiembre,Islas Canarias,CEREZAS,22.44,6118,2.73,3.23,0.01,0.03
2018,Septiembre,Islas Canarias,UVAS,458.29,93741,2.05,34.35,0.21,0.43
2018,Septiembre,Islas Canarias,KIWI,409.94,137825,3.36,29.19,0.19,0.63
2018,Septiembre,Islas Canarias,AGUACATE,235.25,111688,4.75,19.96,0.11,0.51
2018,Septiembre,Islas Canarias,PIÑA,76.88,17655,2.3,6.83,0.04,0.08
2018,Septiembre,Islas Canarias,OTRAS FRUTAS FRESCAS,1013.02,287054,2.83,41.4,0.46,1.31
2018,Septiembre,Islas Canarias,POMELO,25.6,5996,2.34,0.34,0.01,0.03
2018,Septiembre,Islas Canarias,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Islas Canarias,FRUTAS IV GAMA,1156.22,150148,1.3,26.72,0.53,0.69
2018,Septiembre,Cantabria,T.FRUTAS FRESCAS,4240.67,669434,1.58,91.71,7.62,12.03
2018,Septiembre,Cantabria,NARANJAS,672.77,91252,1.36,46.44,1.21,1.64
2018,Septiembre,Cantabria,MANDARINAS,76.57,14702,1.92,22.47,0.14,0.26
2018,Septiembre,Cantabria,LIMONES,152.05,21465,1.41,48.64,0.27,0.39
2018,Septiembre,Cantabria,PLATANOS,505.87,82332,1.63,70.64,0.91,1.48
2018,Septiembre,Cantabria,MANZANAS,345.03,52313,1.52,54.51,0.62,0.94
2018,Septiembre,Cantabria,PERAS,204.01,33097,1.62,57.57,0.37,0.59
2018,Septiembre,Cantabria,MELOCOTONES,431.9,6901,1.6,64.75,0.78,1.24
2018,Septiembre,Cantabria,NECTARINAS,378.03,53109,1.4,46.64,0.68,0.95
2018,Septiembre,Cantabria,ALBARICOQUES,2.9,411,1.42,2.83,0.01,0.01
2018,Septiembre,Cantabria,FRESAS/FRESON,5.01,2086,4.16,2.96,0.01,0.04
2018,Septiembre,Cantabria,MELON,406.15,39296,0.97,37.04,0.73,0.71
2018,Septiembre,Cantabria,SANDIA,271.66,18126,0.67,24.44,0.49,0.33
2018,Septiembre,Cantabria,CIRUELAS,203.54,37821,1.86,37.91,0.37,0.68
2018,Septiembre,Cantabria,CEREZAS,31.07,9296,2.99,9.45,0.06,0.17
2018,Septiembre,Cantabria,UVAS,125.18,26816,2.14,27.26,0.22,0.48
2018,Septiembre,Cantabria,KIWI,140.7,53724,3.82,29.37,0.25,0.97
2018,Septiembre,Cantabria,AGUACATE,58.32,25173,4.32,38.51,0.1,0.45
2018,Septiembre,Cantabria,PIÑA,7.12,971,1.36,2.98,0.01,0.02
2018,Septiembre,Cantabria,OTRAS FRUTAS FRESCAS,222.78,38435,1.73,45.47,0.4,0.69
2018,Septiembre,Cantabria,POMELO,2.28,399,1.75,0.81,0,0.01
2018,Septiembre,Cantabria,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Cantabria,FRUTAS IV GAMA,239.76,32847,1.37,24.12,0.43,0.59
2018,Septiembre,Castilla-La Mancha,T.FRUTAS FRESCAS,14432.59,181437,1.26,93.37,6.88,8.65
2018,Septiembre,Castilla-La Mancha,NARANJAS,815.89,10917,1.34,27.7,0.39,0.52
2018,Septiembre,Castilla-La Mancha,MANDARINAS,65.79,16926,2.57,11.42,0.03,0.08
2018,Septiembre,Castilla-La Mancha,LIMONES,364.84,77606,2.13,40.72,0.17,0.37
2018,Septiembre,Castilla-La Mancha,PLATANOS,1723.79,279688,1.62,72.66,0.82,1.33
2018,Septiembre,Castilla-La Mancha,MANZANAS,853.15,13162,1.54,47.58,0.41,0.63
2018,Septiembre,Castilla-La Mancha,PERAS,616.81,93221,1.51,43.46,0.29,0.44
2018,Septiembre,Castilla-La Mancha,MELOCOTONES,1168.16,186769,1.6,55.46,0.56,0.89
2018,Septiembre,Castilla-La Mancha,NECTARINAS,542.49,74965,1.38,34.37,0.26,0.36
2018,Septiembre,Castilla-La Mancha,ALBARICOQUES,86.47,22481,2.6,1.29,0.04,0.11
2018,Septiembre,Castilla-La Mancha,FRESAS/FRESON,32.14,14046,4.37,5.11,0.02,0.07
2018,Septiembre,Castilla-La Mancha,MELON,3144.11,20743,0.66,60.17,1.5,0.99
2018,Septiembre,Castilla-La Mancha,SANDIA,3203.38,186906,0.58,41.12,1.53,0.89
2018,Septiembre,Castilla-La Mancha,CIRUELAS,404.32,69985,1.73,33.58,0.19,0.33
2018,Septiembre,Castilla-La Mancha,CEREZAS,6.27,845,1.35,1.09,0,0
2018,Septiembre,Castilla-La Mancha,UVAS,293.83,65256,2.22,26.1,0.14,0.31
2018,Septiembre,Castilla-La Mancha,KIWI,397.86,110245,2.77,29.42,0.19,0.53
2018,Septiembre,Castilla-La Mancha,AGUACATE,85.93,35312,4.11,17.89,0.04,0.17
2018,Septiembre,Castilla-La Mancha,PIÑA,97.88,14328,1.46,8.07,0.05,0.07
2018,Septiembre,Castilla-La Mancha,OTRAS FRUTAS FRESCAS,529.49,117572,2.22,40.35,0.25,0.56
2018,Septiembre,Castilla-La Mancha,POMELO,24.57,585,2.38,2.58,0.01,0.03
2018,Septiembre,Castilla-La Mancha,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Castilla-La Mancha,FRUTAS IV GAMA,597.74,83908,1.4,26.49,0.28,0.4
2018,Septiembre,Castilla y León,T.FRUTAS FRESCAS,24835.14,3686343,1.48,93.18,10.15,15.07
2018,Septiembre,Castilla y León,NARANJAS,2166.02,294179,1.36,34.86,0.89,1.2
2018,Septiembre,Castilla y León,MANDARINAS,251.28,44369,1.77,17.71,0.1,0.18
2018,Septiembre,Castilla y León,LIMONES,567.94,1301,2.29,43.04,0.23,0.53
2018,Septiembre,Castilla y León,PLATANOS,2000.63,338891,1.69,69.59,0.82,1.39
2018,Septiembre,Castilla y León,MANZANAS,3079,642435,2.09,56.36,1.26,2.63
2018,Septiembre,Castilla y León,PERAS,2717.45,331295,1.22,50.85,1.11,1.35
2018,Septiembre,Castilla y León,MELOCOTONES,1697.79,265878,1.57,51.32,0.69,1.09
2018,Septiembre,Castilla y León,NECTARINAS,1076.37,160213,1.49,43.41,0.44,0.65
2018,Septiembre,Castilla y León,ALBARICOQUES,52.82,11699,2.22,2.35,0.02,0.05
2018,Septiembre,Castilla y León,FRESAS/FRESON,56.18,17248,3.07,5.6,0.02,0.07
2018,Septiembre,Castilla y León,MELON,3738.05,262499,0.7,52.09,1.53,1.07
2018,Septiembre,Castilla y León,SANDIA,2739.52,163824,0.6,37.47,1.12,0.67
2018,Septiembre,Castilla y León,CIRUELAS,1853.5,303876,1.64,34.16,0.76,1.24
2018,Septiembre,Castilla y León,CEREZAS,117.55,27143,2.31,3.32,0.05,0.11
2018,Septiembre,Castilla y León,UVAS,852.33,165547,1.94,38.55,0.35,0.68
2018,Septiembre,Castilla y León,KIWI,598.89,207675,3.47,30.03,0.24,0.85
2018,Septiembre,Castilla y León,AGUACATE,190.09,67459,3.55,19.47,0.08,0.28
2018,Septiembre,Castilla y León,PIÑA,157.45,2448,1.55,7.93,0.06,0.1
2018,Septiembre,Castilla y León,OTRAS FRUTAS FRESCAS,922.27,227533,2.47,48.81,0.38,0.93
2018,Septiembre,Castilla y León,POMELO,40.51,7011,1.73,1.81,0.02,0.03
2018,Septiembre,Castilla y León,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Castilla y León,FRUTAS IV GAMA,690.28,113896,1.65,21.72,0.28,0.47
2018,Septiembre,Cataluña,T.FRUTAS FRESCAS,61636.15,910177,1.48,94.47,8.91,13.15
2018,Septiembre,Cataluña,NARANJAS,4928.16,699768,1.42,31.46,0.71,1.01
2018,Septiembre,Cataluña,MANDARINAS,558.15,108053,1.94,14.6,0.08,0.16
2018,Septiembre,Cataluña,LIMONES,1252,308213,2.46,38.53,0.18,0.45
2018,Septiembre,Cataluña,PLATANOS,5570.58,1013513,1.82,70.95,0.81,1.46
2018,Septiembre,Cataluña,MANZANAS,4639.53,731338,1.58,58.39,0.67,1.06
2018,Septiembre,Cataluña,PERAS,2883.84,481023,1.67,46.86,0.42,0.7
2018,Septiembre,Cataluña,MELOCOTONES,6512.32,112089,1.72,59.69,0.94,1.62
2018,Septiembre,Cataluña,NECTARINAS,2285.8,351196,1.54,34.14,0.33,0.51
2018,Septiembre,Cataluña,ALBARICOQUES,113.54,28142,2.48,3.68,0.02,0.04
2018,Septiembre,Cataluña,FRESAS/FRESON,117.13,48535,4.14,5.56,0.02,0.07
2018,Septiembre,Cataluña,MELON,12961.65,1078089,0.83,60.7,1.87,1.56
2018,Septiembre,Cataluña,SANDIA,9869.46,641916,0.65,46.48,1.43,0.93
2018,Septiembre,Cataluña,CIRUELAS,1657.6,321812,1.94,34.34,0.24,0.47
2018,Septiembre,Cataluña,CEREZAS,139.74,30897,2.21,2.23,0.02,0.04
2018,Septiembre,Cataluña,UVAS,3088.81,687238,2.22,44.9,0.45,0.99
2018,Septiembre,Cataluña,KIWI,1284.55,449928,3.5,30.77,0.19,0.65
2018,Septiembre,Cataluña,AGUACATE,700.9,245098,3.5,23.55,0.1,0.35
2018,Septiembre,Cataluña,PIÑA,648.8,124474,1.92,13.19,0.09,0.18
2018,Septiembre,Cataluña,OTRAS FRUTAS FRESCAS,2423.57,631648,2.61,47.73,0.35,0.91
2018,Septiembre,Cataluña,POMELO,175.97,40184,2.28,3.53,0.03,0.06
2018,Septiembre,Cataluña,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Cataluña,FRUTAS IV GAMA,2549.88,377265,1.48,28.72,0.37,0.55
2018,Septiembre,Extremadura,T.FRUTAS FRESCAS,9235.99,1307806,1.42,84.97,7.83,11.09
2018,Septiembre,Extremadura,NARANJAS,571.98,74984,1.31,35.48,0.49,0.64
2018,Septiembre,Extremadura,MANDARINAS,224.66,41835,1.86,8.93,0.19,0.35
2018,Septiembre,Extremadura,LIMONES,136.48,29337,2.15,29.35,0.12,0.25
2018,Septiembre,Extremadura,PLATANOS,542,82359,1.52,61.79,0.46,0.7
2018,Septiembre,Extremadura,MANZANAS,1022.69,153158,1.5,55.04,0.87,1.3
2018,Septiembre,Extremadura,PERAS,869.52,148532,1.71,42.81,0.74,1.26
2018,Septiembre,Extremadura,MELOCOTONES,733.81,108881,1.48,49.21,0.62,0.92
2018,Septiembre,Extremadura,NECTARINAS,218.38,28318,1.3,37.39,0.19,0.24
2018,Septiembre,Extremadura,ALBARICOQUES,4.44,923,2.08,1.32,0,0.01
2018,Septiembre,Extremadura,FRESAS/FRESON,35.15,13833,3.94,5.45,0.03,0.12
2018,Septiembre,Extremadura,MELON,1434.18,11543,0.8,66.21,1.22,0.98
2018,Septiembre,Extremadura,SANDIA,1570.13,83773,0.53,36.59,1.33,0.71
2018,Septiembre,Extremadura,CIRUELAS,498.2,79847,1.6,39.55,0.42,0.68
2018,Septiembre,Extremadura,CEREZAS,90.98,25755,2.83,5.96,0.08,0.22
2018,Septiembre,Extremadura,UVAS,298.06,63064,2.12,34.54,0.25,0.53
2018,Septiembre,Extremadura,KIWI,187.47,62014,3.31,36.76,0.16,0.53
2018,Septiembre,Extremadura,AGUACATE,49.89,21176,4.25,16.54,0.04,0.18
2018,Septiembre,Extremadura,PIÑA,73.98,14064,1.9,9.66,0.06,0.12
2018,Septiembre,Extremadura,OTRAS FRUTAS FRESCAS,673.97,160523,2.38,40.13,0.57,1.36
2018,Septiembre,Extremadura,POMELO,4.69,305,0.65,0.6,0,0
2018,Septiembre,Extremadura,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Extremadura,FRUTAS IV GAMA,287.62,41237,1.43,16.81,0.24,0.35
2018,Septiembre,Galicia,T.FRUTAS FRESCAS,27384.97,4343903,1.59,96.8,9.89,15.68
2018,Septiembre,Galicia,NARANJAS,3270.27,447636,1.37,41.92,1.18,1.62
2018,Septiembre,Galicia,MANDARINAS,504.47,78912,1.56,34.43,0.18,0.28
2018,Septiembre,Galicia,LIMONES,565.88,119552,2.11,39.87,0.2,0.43
2018,Septiembre,Galicia,PLATANOS,2933.31,523022,1.78,78.34,1.06,1.89
2018,Septiembre,Galicia,MANZANAS,2773.23,445348,1.61,58.29,1,1.61
2018,Septiembre,Galicia,PERAS,1762.85,275939,1.57,51.46,0.64,1
2018,Septiembre,Galicia,MELOCOTONES,1759.12,269904,1.53,46.42,0.64,0.97
2018,Septiembre,Galicia,NECTARINAS,2146.59,33982,1.58,54.14,0.77,1.23
2018,Septiembre,Galicia,ALBARICOQUES,70.66,13502,1.91,4.53,0.03,0.05
2018,Septiembre,Galicia,FRESAS/FRESON,164.16,63471,3.87,10.58,0.06,0.23
2018,Septiembre,Galicia,MELON,3748.36,320612,0.86,53.36,1.35,1.16
2018,Septiembre,Galicia,SANDIA,2022.84,141961,0.7,28.1,0.73,0.51
2018,Septiembre,Galicia,CIRUELAS,985.43,206025,2.09,47.74,0.36,0.74
2018,Septiembre,Galicia,CEREZAS,68.96,23873,3.46,4.56,0.02,0.09
2018,Septiembre,Galicia,UVAS,1587.63,320549,2.02,46.43,0.57,1.16
2018,Septiembre,Galicia,KIWI,747.74,224492,3,34.38,0.27,0.81
2018,Septiembre,Galicia,AGUACATE,223.18,81628,3.66,16.77,0.08,0.29
2018,Septiembre,Galicia,PIÑA,319.88,53665,1.68,14.87,0.12,0.19
2018,Septiembre,Galicia,OTRAS FRUTAS FRESCAS,1730.41,393992,2.28,46.54,0.62,1.42
2018,Septiembre,Galicia,POMELO,100.06,1891,1.89,3.31,0.04,0.07
2018,Septiembre,Galicia,CHIRIMOYA,0,0,0,0,0,0
2018,Septiembre,Galicia,FRUTAS IV GAMA,534.35,77247,1.45,17.1,0.19,0.28
2018,Septiembre,La Rioja,T.FRUTAS FRESCAS,2372.06,353563,1.49,92.46,7.5,11.17
2018,Septiembre,La Rioja,NARANJAS,91.41,11049,1.21,17.96,0.29,0.35
2018,Septiembre,La Rioja,MANDARINAS,17.43,3122,1.79,12,0.06,0.1
2018,Septiembre,La Rioja,LIMONES,45.27,9916,2.19,34.05,0.14,0.31
