Producto,Origen,Unidad,Familia,Year,Mes,Precio medio,Volumen
Coles lombarda,Francia,kg,Hortalizas hoja,2020,7,0.4,102
Coles lombarda,Gerona,kg,Hortalizas hoja,2018,2,0.75,120
Coles lombarda,Gerona,kg,Hortalizas hoja,2018,3,0.84,306
Coles lombarda,Gerona,kg,Hortalizas hoja,2018,6,0.75,210
Coles lombarda,Gerona,kg,Hortalizas hoja,2018,7,0.75,66
Coles lombarda,Gerona,kg,Hortalizas hoja,2018,8,0.75,30
Coles lombarda,Gran Bretaña,kg,Hortalizas hoja,2018,9,0.75,23100
Coles lombarda,Granada,kg,Hortalizas hoja,2019,4,0.5,1010
Coles lombarda,Granada,kg,Hortalizas hoja,2019,7,0.5,1843
Coles lombarda,Granada,kg,Hortalizas hoja,2020,9,0.4,313
Coles lombarda,Granada,kg,Hortalizas hoja,2020,11,0.4,1350
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,2,0.75,44170
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,3,0.85625,57600
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,4,0.8,51732
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,5,0.755,82750
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,6,0.75,39150
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,7,0.75,22000
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,8,0.75,57650
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,9,0.75,138200
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,10,0.75,160585
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,11,0.5375,42260
Coles lombarda,Holanda,kg,Hortalizas hoja,2018,12,0.5,27000
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,1,0.5,107000
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,2,0.5,180000
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,3,0.5,151000
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,4,0.5,52000
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,5,0.5,67000
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,6,0.5,21450
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,7,0.5,3000
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,8,0.546153846,23278
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,9,0.55,37515
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,10,0.667857143,183893
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,11,0.7,110007
Coles lombarda,Holanda,kg,Hortalizas hoja,2019,12,0.69,59332
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,1,0.643333333,50782
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,2,0.5,22253
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,3,0.465,44024
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,4,0.45,26000
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,5,0.45,25000
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,6,0.41,28000
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,7,0.4,29387
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,8,0.4,22561
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,9,0.4,48268
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,10,0.4,40634
Coles lombarda,Holanda,kg,Hortalizas hoja,2020,11,0.4,44212
Coles lombarda,Huesca,kg,Hortalizas hoja,2018,6,0.75,6030
Coles lombarda,Huesca,kg,Hortalizas hoja,2018,7,0.75,4860
Coles lombarda,Huesca,kg,Hortalizas hoja,2018,8,0.75,17660
Coles lombarda,Huesca,kg,Hortalizas hoja,2018,9,0.75,16630
Coles lombarda,Huesca,kg,Hortalizas hoja,2019,7,0.5,11520
Coles lombarda,Huesca,kg,Hortalizas hoja,2019,8,0.55,18410
Coles lombarda,Huesca,kg,Hortalizas hoja,2019,9,0.55,3520
Coles lombarda,La Coruña,kg,Hortalizas hoja,2019,9,0.55,36
Coles lombarda,Lérida,kg,Hortalizas hoja,2019,7,0.5,880
Coles lombarda,Málaga,kg,Hortalizas hoja,2019,6,0.5,1017
Coles lombarda,Málaga,kg,Hortalizas hoja,2020,1,0.6,788
Coles lombarda,Málaga,kg,Hortalizas hoja,2020,5,0.45,1791
Coles lombarda,Málaga,kg,Hortalizas hoja,2020,10,0.4,36
Coles lombarda,Murcia,kg,Hortalizas hoja,2019,1,0.5,360
Coles lombarda,Murcia,kg,Hortalizas hoja,2019,2,0.5,25
Coles lombarda,Murcia,kg,Hortalizas hoja,2019,6,0.5,502
Coles lombarda,Murcia,kg,Hortalizas hoja,2020,1,0.6,120
Coles lombarda,Murcia,kg,Hortalizas hoja,2020,3,0.45,897
Coles lombarda,Murcia,kg,Hortalizas hoja,2020,4,0.45,1636
Coles lombarda,Murcia,kg,Hortalizas hoja,2020,5,0.45,330
Coles lombarda,Navarra,kg,Hortalizas hoja,2019,12,0.7,330
Coles lombarda,Navarra,kg,Hortalizas hoja,2020,1,0.6,330
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2018,4,0.8,72
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2018,6,0.75,198
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2018,10,0.75,153
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2018,11,0.6,83
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2018,12,0.5,275
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2019,1,0.5,129
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2019,2,0.5,25
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2019,4,0.5,57
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2019,6,0.5,9
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2019,7,0.5,91
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2019,12,0.7,363
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2020,2,0.5,46
Coles lombarda,Otras provincias,kg,Hortalizas hoja,2020,6,0.4,25
Coles lombarda,Segovia,kg,Hortalizas hoja,2018,9,0.75,630
Coles lombarda,Segovia,kg,Hortalizas hoja,2018,10,0.75,270
Coles lombarda,Segovia,kg,Hortalizas hoja,2018,11,0.6,540
Coles lombarda,Segovia,kg,Hortalizas hoja,2020,11,0.4,494
Coles lombarda,Sevilla,kg,Hortalizas hoja,2020,3,0.45,300
Coles lombarda,Sevilla,kg,Hortalizas hoja,2020,4,0.45,3150
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,1,0.75,3342
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,2,0.75,2448
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,3,0.816666667,798
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,4,0.8,4242
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,5,0.755,6300
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,6,0.75,660
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,7,0.75,9230
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,8,0.75,2388
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,9,0.75,1332
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,11,0.5,2310
Coles lombarda,Tarragona,kg,Hortalizas hoja,2018,12,0.5,9060
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,1,0.5,6708
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,2,0.5,9576
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,3,0.5,7620
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,4,0.5,8388
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,5,0.5,10220
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,6,0.5,9478
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,7,0.5,7450
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,8,0.55,1080
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,9,0.55,870
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,10,0.7,330
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,11,0.7,2100
Coles lombarda,Tarragona,kg,Hortalizas hoja,2019,12,0.688888889,4632
Coles lombarda,Tarragona,kg,Hortalizas hoja,2020,1,0.671428571,3522
Coles lombarda,Tarragona,kg,Hortalizas hoja,2020,2,0.5,2856
Coles lombarda,Tarragona,kg,Hortalizas hoja,2020,3,0.464285714,6724
Coles lombarda,Tarragona,kg,Hortalizas hoja,2020,4,0.45,11713
Coles lombarda,Tarragona,kg,Hortalizas hoja,2020,5,0.45,8184
Coles lombarda,Tarragona,kg,Hortalizas hoja,2020,6,0.403846154,6132
Coles lombarda,Tarragona,kg,Hortalizas hoja,2020,7,0.4,2071
Coles lombarda,Toledo,kg,Hortalizas hoja,2018,8,0.75,7231
Coles lombarda,Toledo,kg,Hortalizas hoja,2018,9,0.75,24247
Coles lombarda,Toledo,kg,Hortalizas hoja,2018,11,0.533333333,31404
Coles lombarda,Toledo,kg,Hortalizas hoja,2018,12,0.5,5543
Coles lombarda,Toledo,kg,Hortalizas hoja,2019,1,0.5,10427
Coles lombarda,Toledo,kg,Hortalizas hoja,2019,7,0.5,931
Coles lombarda,Toledo,kg,Hortalizas hoja,2019,8,0.55,945
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,1,0.75,14114
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,2,0.75,11610
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,3,0.845,14202
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,4,0.8,18226
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,5,0.754166667,24078
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,6,0.75,25228
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,7,0.75,17629
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,8,0.75,28224
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,9,0.75,12690
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,10,0.75,16983
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,11,0.55,8794
Coles lombarda,Valencia,kg,Hortalizas hoja,2018,12,0.5,16601
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,1,0.5,19833
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,2,0.5,12424
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,3,0.5,9041
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,4,0.5,13418
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,5,0.5,6891
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,6,0.5,22626
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,7,0.5,22774
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,8,0.55,15253
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,9,0.55,21010
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,10,0.671875,17313
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,11,0.7,8027
Coles lombarda,Valencia,kg,Hortalizas hoja,2019,12,0.7,12201
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,1,0.625,7865
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,2,0.5,9635
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,3,0.464285714,7226
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,4,0.45,2876
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,5,0.45,12075
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,6,0.407142857,10124
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,7,0.4,8075
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,8,0.4,6402
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,9,0.4,14337
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,10,0.4,7952
Coles lombarda,Valencia,kg,Hortalizas hoja,2020,11,0.4,5242
Coliflor,Álava,kg,Hortalizas infloresc.,2020,8,1.4,360
Coliflor,Álava,kg,Hortalizas infloresc.,2020,9,1.4,150
Coliflor,Albacete,kg,Hortalizas infloresc.,2018,2,1.2,360
Coliflor,Albacete,kg,Hortalizas infloresc.,2019,2,1,270
Coliflor,Albacete,kg,Hortalizas infloresc.,2020,2,0.65,30
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,1,0.6,160
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,4,1.275,366
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,5,1.35625,30120
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,6,1.544444444,163170
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,7,1.311538462,42446
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,8,1.15,9000
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,9,1.677777778,10860
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,10,1.16,9840
Coliflor,Alemania,kg,Hortalizas infloresc.,2018,11,1.11,4030
Coliflor,Alemania,kg,Hortalizas infloresc.,2019,1,1.175,3630
Coliflor,Alemania,kg,Hortalizas infloresc.,2019,4,0.85,60
Coliflor,Alemania,kg,Hortalizas infloresc.,2019,6,1.3875,127624
Coliflor,Alemania,kg,Hortalizas infloresc.,2019,7,1.255555556,1310
Coliflor,Alemania,kg,Hortalizas infloresc.,2019,9,1.1,1206
Coliflor,Alemania,kg,Hortalizas infloresc.,2019,10,1,207456
Coliflor,Alemania,kg,Hortalizas infloresc.,2020,6,1.1,320
Coliflor,Alemania,kg,Hortalizas infloresc.,2020,7,1.1,9830
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,1,0.983333333,20908
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,2,1.142857143,24580
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,3,1.626923077,7334
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,4,1.45,12212
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,5,1.46,7580
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,6,1.25,406
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,11,0.983333333,2335
Coliflor,Alicante,kg,Hortalizas infloresc.,2018,12,0.8125,17436
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,1,1.118181818,103488
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,2,0.814285714,27617
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,3,0.7,8110
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,4,0.804545455,10690
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,5,0.946428571,13276
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,6,1.45,1715
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,7,1.2125,3510
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,10,0.9,3839
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,11,1.226923077,13020
Coliflor,Alicante,kg,Hortalizas infloresc.,2019,12,1,4746
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,1,1.1175,37323
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,2,0.739285714,17339
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,3,0.869230769,10828
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,4,1.683333333,3516
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,5,2.145454545,19572
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,6,1.258333333,54024
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,7,1.033333333,1140
Coliflor,Alicante,kg,Hortalizas infloresc.,2020,11,0.6,330
Coliflor,Almería,kg,Hortalizas infloresc.,2018,1,1.007142857,30633
Coliflor,Almería,kg,Hortalizas infloresc.,2018,2,1.15,23106
Coliflor,Almería,kg,Hortalizas infloresc.,2018,3,1.597619048,51511
Coliflor,Almería,kg,Hortalizas infloresc.,2018,4,1.43,55374
Coliflor,Almería,kg,Hortalizas infloresc.,2018,5,1.388888889,31264
Coliflor,Almería,kg,Hortalizas infloresc.,2018,6,1.4375,2556
Coliflor,Almería,kg,Hortalizas infloresc.,2018,7,1.135714286,3463
Coliflor,Almería,kg,Hortalizas infloresc.,2018,8,1.104761905,15702
Coliflor,Almería,kg,Hortalizas infloresc.,2018,9,1.691666667,13908
Coliflor,Almería,kg,Hortalizas infloresc.,2018,10,1.231818182,30152
Coliflor,Almería,kg,Hortalizas infloresc.,2018,11,0.940909091,4660
Coliflor,Almería,kg,Hortalizas infloresc.,2018,12,0.791176471,38528
Coliflor,Almería,kg,Hortalizas infloresc.,2019,1,1.123529412,48106
Coliflor,Almería,kg,Hortalizas infloresc.,2019,2,0.84,50609
Coliflor,Almería,kg,Hortalizas infloresc.,2019,3,0.721875,23089
Coliflor,Almería,kg,Hortalizas infloresc.,2019,4,0.7875,25076
Coliflor,Almería,kg,Hortalizas infloresc.,2019,6,1.328571429,26854
Coliflor,Almería,kg,Hortalizas infloresc.,2019,7,1.261764706,10152
Coliflor,Almería,kg,Hortalizas infloresc.,2019,8,1.3,2065
Coliflor,Almería,kg,Hortalizas infloresc.,2019,10,1.033333333,690
Coliflor,Almería,kg,Hortalizas infloresc.,2019,11,1.207142857,19320
Coliflor,Almería,kg,Hortalizas infloresc.,2019,12,1.105263158,31606
Coliflor,Almería,kg,Hortalizas infloresc.,2020,1,1.06,42999
Coliflor,Almería,kg,Hortalizas infloresc.,2020,2,0.694736842,64536
Coliflor,Almería,kg,Hortalizas infloresc.,2020,3,0.966666667,36796
Coliflor,Almería,kg,Hortalizas infloresc.,2020,4,1.85,19228
Coliflor,Almería,kg,Hortalizas infloresc.,2020,5,2.5,2136
Coliflor,Almería,kg,Hortalizas infloresc.,2020,6,1.1,354
Coliflor,Almería,kg,Hortalizas infloresc.,2020,7,1,144
Coliflor,Almería,kg,Hortalizas infloresc.,2020,8,1.4,54
Coliflor,Almería,kg,Hortalizas infloresc.,2020,9,1.266666667,1440
Coliflor,Almería,kg,Hortalizas infloresc.,2020,11,0.713333333,22534
Coliflor,Argentina,kg,Hortalizas infloresc.,2018,5,1.225,420
Coliflor,Argentina,kg,Hortalizas infloresc.,2018,6,1.366666667,1050
Coliflor,Argentina,kg,Hortalizas infloresc.,2018,9,1.725,720
Coliflor,Argentina,kg,Hortalizas infloresc.,2018,11,0.966666667,930
Coliflor,Argentina,kg,Hortalizas infloresc.,2019,5,1,900
Coliflor,Argentina,kg,Hortalizas infloresc.,2020,9,1.1,180
Coliflor,Badajoz,kg,Hortalizas infloresc.,2018,3,1.49,2076
Coliflor,Baleares,kg,Hortalizas infloresc.,2018,7,1.2,360
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,1,0.95625,73775
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,2,1.14,115324
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,3,1.597619048,62318
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,4,1.43,81684
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,5,1.379545455,104620
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,6,1.511904762,101738
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,7,1.186363636,24201
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,8,1.113636364,26127
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,9,1.680555556,23204
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,10,1.231818182,40536
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,11,0.978571429,210353
Coliflor,Barcelona,kg,Hortalizas infloresc.,2018,12,0.8,94078
Coliflor,Barcelona,kg,Hortalizas infloresc.,2019,1,1.118181818,105346
Coliflor,Barcelona,kg,Hortalizas infloresc.,2019,2,1,2950
Coliflor,Barcelona,kg,Hortalizas infloresc.,2019,4,0.8,5967
Coliflor,Barcelona,kg,Hortalizas infloresc.,2019,6,1.6,9401
Coliflor,Barcelona,kg,Hortalizas infloresc.,2019,7,1.26,4152
Coliflor,Barcelona,kg,Hortalizas infloresc.,2019,11,1.04,12246
Coliflor,Barcelona,kg,Hortalizas infloresc.,2019,12,1.163636364,65731
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,1,1.241666667,23778
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,2,0.725,52063
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,3,1.225,23852
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,4,1.808333333,18135
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,5,1.933333333,1161
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,6,1.475,2990
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,7,1.057142857,20659
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,8,1.4,1440
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,9,1.3,11892
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,10,1.27,4373
Coliflor,Barcelona,kg,Hortalizas infloresc.,2020,11,0.8,90
Coliflor,Bélgica,kg,Hortalizas infloresc.,2018,4,1.27,2000
Coliflor,Bélgica,kg,Hortalizas infloresc.,2018,7,1.7,24900
Coliflor,Bélgica,kg,Hortalizas infloresc.,2019,9,1.2,279
Coliflor,Bélgica,kg,Hortalizas infloresc.,2020,7,1.1,720
Coliflor,Cádiz,kg,Hortalizas infloresc.,2018,1,0.75,121
Coliflor,Cádiz,kg,Hortalizas infloresc.,2018,2,1.05,720
Coliflor,Cádiz,kg,Hortalizas infloresc.,2018,3,1.55625,9756
Coliflor,Cádiz,kg,Hortalizas infloresc.,2018,5,1.3,120
Coliflor,Cádiz,kg,Hortalizas infloresc.,2018,12,0.7,1440
Coliflor,Cádiz,kg,Hortalizas infloresc.,2019,1,1.164285714,62104
Coliflor,Cádiz,kg,Hortalizas infloresc.,2019,4,0.8,2820
Coliflor,Cádiz,kg,Hortalizas infloresc.,2019,12,1.266666667,13560
Coliflor,Cádiz,kg,Hortalizas infloresc.,2020,2,0.6,33796
Coliflor,Canadá,kg,Hortalizas infloresc.,2020,11,0.6,3120
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,1,0.95952381,75837
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,2,1.14,64333
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,3,1.597619048,47494
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,4,1.439473684,41565
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,5,1.379545455,71075
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,6,1.49,33685
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,7,1.44,2731
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,9,1.711538462,4549
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,10,1.288888889,23546
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,11,0.978571429,44631
Coliflor,Castellón,kg,Hortalizas infloresc.,2018,12,0.8,60086
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,1,1.118181818,51224
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,2,0.84,77907
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,3,0.7175,66327
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,4,0.8075,78147
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,5,0.981818182,74406
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,6,1.341176471,32261
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,7,1.17,13062
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,8,1.2,455
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,9,1.378571429,16309
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,10,0.921428571,31276
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,11,1.16,56192
Coliflor,Castellón,kg,Hortalizas infloresc.,2019,12,1.105263158,72589
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,1,1.09047619,143424
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,2,0.7,177382
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,3,1.004761905,39759
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,4,1.6725,58127
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,5,2,56915
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,6,1.433333333,21047
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,7,1.03125,8574
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,9,1.1,8069
Coliflor,Castellón,kg,Hortalizas infloresc.,2020,10,1.166666667,13085
Coliflor,Chile,kg,Hortalizas infloresc.,2018,5,1.1,600
Coliflor,Ciudad Real,kg,Hortalizas infloresc.,2018,10,0.85,1015
Coliflor,Ciudad Real,kg,Hortalizas infloresc.,2018,11,0.971428571,5329
Coliflor,Ciudad Real,kg,Hortalizas infloresc.,2018,12,0.9,330
Coliflor,Ciudad Real,kg,Hortalizas infloresc.,2019,10,0.9,904
Coliflor,Ciudad Real,kg,Hortalizas infloresc.,2019,11,0.7,880
Coliflor,Córdoba,kg,Hortalizas infloresc.,2019,11,1.266666667,5400
Coliflor,Córdoba,kg,Hortalizas infloresc.,2019,12,1.3,4200
Coliflor,Córdoba,kg,Hortalizas infloresc.,2020,2,0.55,720
Coliflor,Córdoba,kg,Hortalizas infloresc.,2020,5,2.5,1380
Coliflor,Francia,kg,Hortalizas infloresc.,2018,1,1.0625,9258
Coliflor,Francia,kg,Hortalizas infloresc.,2018,2,1.178571429,3916
Coliflor,Francia,kg,Hortalizas infloresc.,2018,3,1.5,1452
Coliflor,Francia,kg,Hortalizas infloresc.,2018,4,1.366666667,83808
Coliflor,Francia,kg,Hortalizas infloresc.,2018,5,1.5,50112
Coliflor,Francia,kg,Hortalizas infloresc.,2018,6,1.73,19097
Coliflor,Francia,kg,Hortalizas infloresc.,2018,7,1.253125,19493
Coliflor,Francia,kg,Hortalizas infloresc.,2018,8,1.15,192
Coliflor,Francia,kg,Hortalizas infloresc.,2018,9,1.680555556,125266
Coliflor,Francia,kg,Hortalizas infloresc.,2018,10,1.231818182,383757
Coliflor,Francia,kg,Hortalizas infloresc.,2018,11,0.9875,195419
Coliflor,Francia,kg,Hortalizas infloresc.,2018,12,0.76,7608
Coliflor,Francia,kg,Hortalizas infloresc.,2019,1,1.4,1066
Coliflor,Francia,kg,Hortalizas infloresc.,2019,2,1,364
Coliflor,Francia,kg,Hortalizas infloresc.,2019,4,0.75,150
Coliflor,Francia,kg,Hortalizas infloresc.,2019,6,1.533333333,6120
Coliflor,Francia,kg,Hortalizas infloresc.,2019,7,1.255555556,40060
Coliflor,Francia,kg,Hortalizas infloresc.,2019,8,1.219230769,59590
Coliflor,Francia,kg,Hortalizas infloresc.,2019,9,1.396666667,91021
Coliflor,Francia,kg,Hortalizas infloresc.,2019,10,0.923529412,54075
Coliflor,Francia,kg,Hortalizas infloresc.,2019,11,1.2,19464
Coliflor,Francia,kg,Hortalizas infloresc.,2019,12,1.1,5400
Coliflor,Francia,kg,Hortalizas infloresc.,2020,1,0.872727273,25336
Coliflor,Francia,kg,Hortalizas infloresc.,2020,2,0.65,17490
Coliflor,Francia,kg,Hortalizas infloresc.,2020,3,1.05,11700
Coliflor,Francia,kg,Hortalizas infloresc.,2020,6,1.355555556,157619
Coliflor,Francia,kg,Hortalizas infloresc.,2020,7,1.0625,60325
Coliflor,Francia,kg,Hortalizas infloresc.,2020,8,1.2,9
Coliflor,Francia,kg,Hortalizas infloresc.,2020,9,1.1,90
Coliflor,Francia,kg,Hortalizas infloresc.,2020,10,1.3,460
